Subject,Problem,Onset,Answer,Choice,RT,Accurate
335,31,236.891,1,3,16.373,0
335,32,253.98,4,2,7.031,0
335,33,261.725,2,1,12.279,0
335,34,274.717,3,3,21.347,1
335,35,296.77,5,3,39.343,0
336,6,4.996,1,1,3.748,1
336,7,9.459,1,1,1.802,1
336,8,11.975,3,3,2.566,1
336,9,15.256,5,5,3.426,1
336,10,19.387,5,5,3.596,1
336,11,23.7,5,5,3.901,1
336,12,28.314,2,3,2.623,0
336,13,31.645,3,3,8.399,1
336,14,40.756,1,1,5.611,1
336,15,47.069,2,2,3.475,1
336,16,51.249,4,4,9.73,1
336,17,61.692,3,3,2.954,1
336,18,65.357,1,2,3.256,0
336,19,69.321,1,4,13.576,0
336,20,83.612,4,4,11.41,1
336,21,95.737,5,1,6.172,0
336,22,102.616,5,5,4.93,1
336,23,108.262,2,3,9.714,0
336,24,118.689,2,4,6.628,0
336,25,126.034,1,2,8.606,0
336,26,135.345,5,5,15.11,1
336,27,151.168,4,4,11.006,1
336,28,162.877,3,1,19.264,0
336,29,182.848,3,2,11.279,0
336,30,194.84,4,1,5.089,0
336,31,200.636,1,1,7.708,1
336,32,209.048,4,3,4.177,0
336,33,213.928,2,2,12.477,1
336,34,227.119,3,3,7.677,1
336,35,235.514,5,5,14.228,1
337,6,7.097,1,1,5.001,1
337,7,12.81,1,1,4.852,1
337,8,18.373,3,3,4.691,1
337,9,23.77,5,5,5.221,1
337,10,29.699,5,5,8.423,1
337,11,38.827,5,5,8.013,1
337,12,47.555,2,2,6.537,1
337,13,54.8,3,3,4.498,1
337,14,60.013,1,1,5.473,1
337,15,66.193,2,2,5.122,1
337,16,72.022,4,4,9.241,1
337,17,81.966,3,3,18.628,1
337,18,101.303,1,1,3.443,1
337,19,105.451,1,1,9.248,1
337,20,115.411,4,4,12.378,1
337,21,128.502,5,5,9.603,1
337,22,138.812,5,3,8.862,0
337,23,148.39,2,3,10.208,0
337,24,159.299,2,2,13.903,1
337,25,173.906,1,1,10.81,1
337,26,185.432,5,5,27.835,1
337,27,213.981,4,4,16.447,1
337,28,231.136,3,5,10.606,0
337,29,242.446,3,3,21.081,1
337,30,264.232,4,4,47.193,1
337,31,312.134,1,1,72.053,1
337,32,384.904,4,3,45.751,0
337,33,431.357,2,2,41.128,1
337,34,473.197,3,4,49.807,0
337,35,523.714,5,5,37.509,1
338,6,7.925,1,1,7.607,1
338,7,16.241,1,1,4.911,1
338,8,21.857,3,3,6.137,1
338,9,28.707,5,5,11.619,1
338,10,41.039,5,5,17.791,1
338,11,59.538,5,5,6.454,1
338,12,66.704,2,2,9.953,1
338,13,77.37,3,3,19.514,1
338,14,97.602,1,1,8.294,1
338,15,106.601,2,2,6.308,1
338,16,113.617,4,4,7.099,1
338,17,121.433,3,3,9.141,1
338,18,131.282,1,1,5.685,1
338,19,137.682,1,1,8.63,1
338,20,147.015,4,4,22.232,1
338,21,169.963,5,5,13.125,1
338,22,183.795,5,5,7.258,1
338,23,191.761,2,2,11.687,1
338,24,204.16,2,1,18.329,0
338,25,223.192,1,5,23.515,0
338,26,247.424,5,5,58.485,1
338,27,306.619,4,4,24.457,1
338,28,331.784,3,1,38.145,0
338,29,370.631,3,2,17.998,0
338,30,389.346,4,2,26.411,0
338,31,416.461,1,1,52.406,1
338,32,469.573,4,2,14.986,0
338,33,485.272,2,3,7.653,0
338,34,493.638,3,5,6.804,0
338,35,501.154,5,3,8.942,0
339,6,3.995,1,1,3.288,1
339,7,7.993,1,1,2.23,1
339,8,10.924,3,5,2.779,0
339,9,14.405,5,5,5.185,1
339,10,20.301,5,5,3.344,1
339,11,24.349,5,5,2.926,1
339,12,27.98,2,3,3.54,0
339,13,32.227,3,3,6.652,1
339,14,39.589,1,1,5.844,1
339,15,46.135,2,2,3.726,1
339,16,50.565,4,4,9.178,1
339,17,60.459,3,5,3.819,0
339,18,64.989,1,1,3.519,1
339,19,69.22,1,1,7.366,1
339,20,77.298,4,4,6.079,1
339,21,84.093,5,5,11.981,1
339,22,96.785,5,5,8.521,1
339,23,106.012,2,2,8.589,1
339,24,115.307,2,2,9.339,1
339,25,125.35,1,2,2.51,0
339,26,128.565,5,4,8.961,0
339,27,138.242,4,4,10.339,1
339,28,149.285,3,5,8.842,0
339,29,158.829,3,3,23.333,1
339,30,182.863,4,5,7.68,0
339,31,191.258,1,5,1.427,0
339,32,193.39,4,4,15.881,1
339,33,209.979,2,3,6.089,0
339,34,216.775,3,3,6.098,1
339,35,223.587,5,4,4.813,0
340,6,4.161,1,4,2.982,0
340,7,7.86,1,1,3.23,1
340,8,11.793,3,3,3.132,1
340,9,15.643,5,2,2.721,0
340,10,19.076,5,5,5.538,1
340,11,25.326,5,2,2.767,0
340,12,28.809,2,2,2.269,1
340,13,31.792,3,3,3.796,1
340,14,36.292,1,3,5.762,0
340,15,42.774,2,4,3.072,0
340,16,46.557,4,4,4.944,1
340,17,52.207,3,5,2.42,0
340,18,55.34,1,5,3.425,0
340,19,59.473,1,5,7.539,0
340,20,67.722,4,2,2.547,0
340,21,70.972,5,5,6.24,1
340,22,77.922,5,3,2.893,0
340,23,81.521,2,3,5.648,0
340,24,87.871,2,1,4.166,0
340,25,92.754,1,2,3.06,0
340,26,96.52,5,1,5.812,0
340,27,103.053,4,5,5.606,0
340,28,109.369,3,5,3.469,0
340,29,113.552,3,3,7.039,1
340,30,121.302,4,3,3.06,0
340,31,125.068,1,3,10.079,0
340,32,135.867,4,1,4.01,0
340,33,140.584,2,5,3.263,0
340,34,144.55,3,1,4.939,0
340,35,150.199,5,4,6.33,0
341,6,3.889,1,1,2.952,1
341,7,7.553,1,2,1.992,0
341,8,10.251,3,3,3.092,1
341,9,14.049,5,5,3.318,1
341,10,18.079,5,5,5.675,1
341,11,24.459,5,5,1.934,1
341,12,27.107,2,2,3.557,1
341,13,31.371,3,3,3.283,1
341,14,35.368,1,1,2.053,1
341,15,38.133,2,2,4.142,1
341,16,42.98,4,4,7.968,1
341,17,51.658,3,5,4.708,0
341,18,57.071,1,1,2.846,1
341,19,60.619,1,1,6.148,1
341,20,67.481,4,4,7.498,1
341,21,75.692,5,5,5.348,1
341,22,81.755,5,3,3.013,0
341,23,85.469,2,4,4.217,0
341,24,90.399,2,2,5.772,1
341,25,96.879,1,1,5.32,1
341,26,102.908,5,5,7.763,1
341,27,111.386,4,4,8.374,1
341,28,120.463,3,1,15.146,0
341,29,136.32,3,2,16.259,0
341,30,153.292,4,4,11.416,1
341,31,165.418,1,5,11.748,0
341,32,177.876,4,2,3.7,0
341,33,182.29,2,4,4.867,0
341,34,187.87,3,4,13.685,0
341,35,202.26,5,4,22.02,0
342,6,4.025,1,1,2.481,1
342,7,7.208,1,1,2.731,1
342,8,10.641,3,5,2.864,0
342,9,14.207,5,5,2.875,1
342,10,17.79,5,5,5.138,1
342,11,23.64,5,5,2.55,1
342,12,26.906,2,2,3.508,1
342,13,31.123,3,3,5.592,1
342,14,37.422,1,2,4.308,0
342,15,42.438,2,2,2.596,1
342,16,45.738,4,4,4.052,1
342,17,50.505,3,5,3.39,0
342,18,54.604,1,5,2.372,0
342,19,57.687,1,1,8.382,1
342,20,66.787,4,5,8.239,0
342,21,75.736,5,5,5.831,1
342,22,82.269,5,5,4.034,1
342,23,87.018,2,2,8.747,1
342,24,96.468,2,2,7.412,1
342,25,104.584,1,1,7.812,1
342,26,113.1,5,5,8.907,1
342,27,122.716,4,4,11.715,1
342,28,135.148,3,3,8.594,1
342,29,144.447,3,1,11.186,0
342,30,156.346,4,1,10.476,0
342,31,167.529,1,4,8.009,0
342,32,176.245,4,3,12.839,0
342,33,189.794,2,2,5.632,1
342,34,196.127,3,1,5.714,0
342,35,202.543,5,4,7.119,0
343,6,4.139,1,1,3.038,1
343,7,7.887,1,1,2.513,1
343,8,11.101,3,3,2.191,1
343,9,13.999,5,5,2.549,1
343,10,17.264,5,4,5.929,0
343,11,23.91,5,5,5.812,1
343,12,30.439,2,2,2.271,1
343,13,33.42,3,2,6.066,0
343,14,40.199,1,1,4.678,1
343,15,45.579,2,2,3.425,1
343,16,49.71,4,4,4.42,1
343,17,54.84,3,3,3.586,1
343,18,59.137,1,1,3.117,1
343,19,62.968,1,3,7.883,0
343,20,71.562,4,3,6.999,0
343,21,79.274,5,1,5.126,0
343,22,85.104,5,3,5.187,0
343,23,91,2,5,4.137,0
343,24,95.847,2,2,3.98,1
343,25,100.544,1,2,5.473,0
343,26,106.723,5,5,7.359,1
343,27,114.785,4,4,9.344,1
343,28,124.845,3,3,5.898,1
343,29,131.457,3,2,8.589,0
343,30,140.751,4,1,11.334,0
343,31,152.793,1,5,11.671,0
343,32,165.169,4,3,6.395,0
343,33,172.281,2,4,9.587,0
343,34,182.574,3,4,9.467,0
343,35,192.751,5,2,14.156,0
344,6,3.94,1,1,3.438,1
344,7,8.09,1,1,2.029,1
344,8,10.823,3,3,2.241,1
344,9,13.773,5,5,2.693,1
344,10,17.172,5,5,3.501,1
344,11,21.389,5,5,2.384,1
344,12,24.488,2,2,1.876,1
344,13,27.072,3,3,4.738,1
344,14,32.521,1,1,2.811,1
344,15,36.038,2,2,2.078,1
344,16,38.821,4,5,2.878,0
344,17,42.404,3,5,2.232,0
344,18,45.337,1,1,2.823,1
344,19,48.87,1,1,3.949,1
344,20,53.536,4,4,5.423,1
344,21,59.669,5,5,5.246,1
344,22,65.619,5,3,4.25,0
344,23,70.585,2,3,9.408,0
344,24,80.701,2,2,7.533,1
344,25,88.95,1,2,3.604,0
344,26,93.267,5,5,8.605,1
344,27,102.582,4,4,5.78,1
344,28,109.065,3,3,11.591,1
344,29,121.364,3,3,13.557,1
344,30,135.63,4,5,16.869,0
344,31,153.212,1,3,11.653,0
344,32,165.578,4,3,6.209,0
344,33,172.494,2,4,10.84,0
344,34,184.043,3,1,21.852,0
344,35,206.608,5,4,20.727,0
345,6,4.529,1,1,3.645,1
345,7,8.876,1,1,3.184,1
345,8,12.773,3,3,5.311,1
345,9,18.786,5,5,4.432,1
345,10,23.933,5,5,4.19,1
345,11,28.83,5,5,3.36,1
345,12,32.894,2,2,4.741,1
345,13,38.34,3,3,5.883,1
345,14,44.936,1,1,7.598,1
345,15,53.247,2,2,4.267,1
345,16,58.227,4,4,5.274,1
345,17,64.207,3,3,6.058,1
345,18,70.969,1,1,3.295,1
345,19,74.967,1,1,12.246,1
345,20,87.925,4,4,13.142,1
345,21,101.783,5,5,15.025,1
345,22,117.523,5,5,15.675,1
345,23,133.912,2,2,8.755,1
345,24,143.372,2,4,7.818,0
345,25,151.9,1,1,10.354,1
345,26,162.96,5,5,11.552,1
345,27,175.219,4,4,16.105,1
345,28,192.041,3,3,22.371,1
345,29,215.126,3,4,25.024,0
345,30,240.86,4,4,14.592,1
345,31,256.167,1,1,14.981,1
345,32,271.856,4,4,27.822,1
345,33,300.388,2,1,46.37,0
345,34,347.474,3,1,42.531,0
345,35,390.713,5,5,18.431,1
346,6,4.108,1,1,3.073,1
346,7,7.888,1,1,2.503,1
346,8,11.103,3,3,1.81,1
346,9,13.618,5,5,3.073,1
346,10,17.399,5,5,3.144,1
346,11,21.247,5,1,2.086,0
346,12,24.045,2,2,2.26,1
346,13,27.009,3,3,5.235,1
346,14,32.956,1,1,3.804,1
346,15,37.469,2,5,4.643,0
346,16,42.816,4,4,5.995,1
346,17,49.528,3,5,2.552,0
346,18,52.793,1,4,2.145,0
346,19,55.641,1,2,4.376,0
346,20,60.721,4,4,8.688,1
346,21,70.115,5,2,4.68,0
346,22,75.512,5,5,5.328,1
346,23,81.541,2,3,3.601,0
346,24,85.855,2,3,7.355,0
346,25,93.916,1,5,4.755,0
346,26,99.379,5,2,4.146,0
346,27,104.226,4,5,13.341,0
346,28,118.284,3,2,4.871,0
346,29,123.864,3,3,6.746,1
346,30,131.326,4,4,9.235,1
346,31,141.269,1,2,6.643,0
346,32,148.615,4,1,9.928,0
346,33,159.258,2,4,8.402,0
346,34,168.368,3,4,4.618,0
346,35,173.698,5,4,12.481,0
347,6,4.765,1,1,2.491,1
347,7,7.964,1,1,1.983,1
347,8,10.664,3,3,2.967,1
347,9,14.347,5,2,2.906,0
347,10,17.964,5,5,3.267,1
347,11,21.947,5,5,4.75,1
347,12,27.413,2,2,1.773,1
347,13,29.896,3,3,6.439,1
347,14,37.046,1,1,2.933,1
347,15,40.695,2,2,3.271,1
347,16,44.678,4,4,6.758,1
347,17,52.144,3,5,4.303,0
347,18,57.161,1,1,2.457,1
347,19,60.327,1,1,4.19,1
347,20,65.227,4,4,5.783,1
347,21,71.726,5,5,4.236,1
347,22,76.676,5,5,3.489,1
347,23,80.876,2,1,4.485,0
347,24,86.075,2,4,9.72,0
347,25,96.508,1,5,3.947,0
347,26,101.157,5,4,8.989,0
347,27,110.856,4,4,11.325,1
347,28,122.889,3,3,14.184,1
347,29,137.788,3,3,17.585,1
347,30,156.086,4,2,28.647,0
347,31,185.451,1,4,22.985,0
347,32,209.149,4,1,20.29,0
347,33,230.147,2,4,31.96,0
347,34,262.812,3,5,21.136,0
347,35,284.66,5,5,17.76,1
348,6,5.051,1,1,3.804,1
348,7,9.564,1,1,3.714,1
348,8,13.995,3,3,3.282,1
348,9,17.992,5,5,4.288,1
348,10,22.989,5,5,5.58,1
348,11,29.285,5,5,4.189,1
348,12,34.182,2,2,5.394,1
348,13,40.278,3,3,4.734,1
348,14,45.724,1,1,4.145,1
348,15,50.571,2,2,4.644,1
348,16,55.918,4,4,3.64,1
348,17,60.265,3,3,6.332,1
348,18,67.31,1,1,5.143,1
348,19,73.157,1,5,21.867,0
348,20,95.726,4,4,7.318,1
348,21,103.754,5,5,8.582,1
348,22,113.047,5,5,4.552,1
348,23,118.311,2,2,10.462,1
348,24,129.487,2,2,8.993,1
348,25,139.197,1,1,7.211,1
348,26,147.126,5,2,5.356,0
348,27,153.188,4,4,15.18,1
348,28,169.078,3,3,8.619,1
348,29,178.405,3,3,12.022,1
348,30,191.131,4,4,17.537,1
348,31,209.369,1,4,21.595,0
348,32,231.671,4,3,10.735,0
348,33,243.114,2,2,34.474,1
348,34,278.291,3,5,30.841,0
348,35,309.837,5,4,18.406,0
349,6,4.03,1,1,2.427,1
349,7,7.161,1,3,3.128,0
349,8,10.992,3,3,1.982,1
349,9,13.69,5,5,2.215,1
349,10,16.621,5,5,2.345,1
349,11,19.669,5,5,2.641,1
349,12,23.017,2,2,2.473,1
349,13,26.199,3,3,2.99,1
349,14,29.896,1,1,3.236,1
349,15,33.844,2,2,2.951,1
349,16,37.508,4,4,3.442,1
349,17,41.655,3,3,3.731,1
349,18,46.102,1,1,2.443,1
349,19,49.25,1,1,2.912,1
349,20,52.865,4,4,6.205,1
349,21,59.777,5,5,5.863,1
349,22,66.356,5,5,5.231,1
349,23,72.302,2,5,6.26,0
349,24,79.264,2,2,5.707,1
349,25,85.677,1,1,7.215,1
349,26,93.605,5,5,12.528,1
349,27,106.847,4,4,9.229,1
349,28,116.79,3,3,9.337,1
349,29,126.834,3,3,17.245,1
349,30,144.789,4,4,13.755,1
349,31,159.246,1,5,45.618,0
349,32,205.566,4,3,11.809,0
349,33,218.092,2,5,34.762,0
349,34,253.569,3,4,40.94,0
349,35,295.225,5,5,33.125,1
350,6,5.021,1,1,2.548,1
350,7,8.286,1,1,3.471,1
350,8,12.466,3,3,2.375,1
350,9,15.548,5,2,4.87,0
350,10,21.127,5,5,5.465,1
350,11,27.307,5,5,2.396,1
350,12,30.405,2,2,2.346,1
350,13,33.453,3,3,6.286,1
350,14,40.448,1,1,4.847,1
350,15,46.011,2,2,2.309,1
350,16,49.026,4,5,4.112,0
350,17,53.84,3,3,7.524,1
350,18,62.068,1,1,3.478,1
350,19,66.248,1,1,4.935,1
350,20,71.895,4,4,5.681,1
350,21,78.29,5,5,6.461,1
350,22,85.469,5,3,6.525,0
350,23,92.698,2,5,4.561,0
350,24,97.961,2,3,10.552,0
350,25,109.221,1,5,10.283,0
350,26,120.213,5,4,15.722,0
350,27,136.653,4,4,9.498,1
350,28,146.863,3,1,6.518,0
350,29,154.092,3,3,9.369,1
350,30,164.169,4,4,15.536,1
350,31,180.408,1,1,7.885,1
350,32,189.002,4,3,20.523,0
350,33,210.239,2,1,22.69,0
350,34,233.641,3,4,36.345,0
350,35,270.7,5,4,36.083,0
351,6,3.98,1,1,5.219,1
351,7,9.909,1,1,2.467,1
351,8,13.091,3,3,2.911,1
351,9,16.705,5,5,4.04,1
351,10,21.452,5,5,3.929,1
351,11,26.082,5,5,1.939,1
351,12,28.731,2,4,5.006,0
351,13,34.444,3,3,6.806,1
351,14,41.955,1,1,4.566,1
351,15,47.235,2,2,2.324,1
351,16,50.267,4,4,5.851,1
351,17,56.829,3,3,4.824,1
351,18,62.359,1,1,3.714,1
351,19,66.789,1,1,12.444,1
351,20,79.948,4,4,5,1
351,21,85.661,5,5,6.722,1
351,22,93.089,5,3,6.446,0
351,23,100.251,2,2,14.5,1
351,24,115.458,2,2,7.215,1
351,25,123.386,1,1,9.329,1
351,26,133.43,5,5,15.372,1
351,27,149.503,4,4,2.202,1
351,28,152.418,3,1,11.159,0
351,29,164.293,3,2,21.647,0
351,30,186.646,4,1,9.424,0
351,31,196.772,1,3,8.34,0
351,32,205.816,4,2,0.537,0
351,33,207.066,2,4,0.914,0
351,34,208.681,3,5,9.8,0
351,35,219.191,5,4,8.086,0
352,6,4.199,1,1,2.952,1
352,7,7.863,1,1,2.894,1
352,8,11.461,3,3,2.903,1
352,9,15.075,5,2,2.89,0
352,10,18.673,5,5,6.043,1
352,11,25.418,5,5,3.629,1
352,12,29.765,2,2,4.234,1
352,13,34.712,3,3,8.405,1
352,14,43.823,1,1,11.783,1
352,15,56.315,2,2,4.48,1
352,16,61.512,4,4,10.672,1
352,17,72.888,3,3,8.41,1
352,18,82.015,1,1,3.85,1
352,19,86.579,1,1,4.283,1
352,20,91.576,4,2,14.497,0
352,21,106.783,5,5,8.892,1
352,22,116.376,5,5,6.194,1
352,23,123.272,2,2,9.714,1
352,24,133.699,2,2,13.353,1
352,25,147.756,1,2,4.521,0
352,26,152.986,5,3,16.87,0
352,27,170.558,4,1,17.446,0
352,28,188.713,3,1,9.331,0
352,29,198.756,3,3,19.2,1
352,30,218.66,4,1,36.702,0
352,31,256.07,1,1,36.932,1
352,32,293.712,4,3,13.08,0
352,33,307.503,2,5,17.385,0
352,34,325.592,3,1,33.375,0
352,35,359.67,5,5,39.605,1
353,6,4.613,1,1,3.739,1
353,7,9.061,1,1,2.519,1
353,8,12.292,3,3,3.63,1
353,9,16.639,5,5,6.527,1
353,10,23.867,5,5,7.168,1
353,11,31.746,5,5,4.81,1
353,12,37.259,2,2,3.971,1
353,13,41.939,3,3,7.115,1
353,14,49.767,1,1,4.297,1
353,15,54.781,2,2,4.39,1
353,16,59.878,4,4,5.559,1
353,17,66.14,3,3,6.337,1
353,18,73.186,1,1,3.472,1
353,19,77.366,1,1,14.379,1
353,20,92.457,4,4,8.626,1
353,21,101.801,5,5,10.533,1
353,22,113.043,5,5,10.752,1
353,23,124.503,2,5,6.924,0
353,24,132.131,2,4,13.195,0
353,25,146.039,1,1,8.343,1
353,26,155.1,5,3,8.32,0
353,27,164.127,4,4,8.42,1
353,28,173.254,3,5,13.836,0
353,29,187.795,3,4,14.095,0
353,30,202.602,4,2,13.201,0
353,31,216.51,1,5,8.502,0
353,32,225.721,4,3,10.887,0
353,33,237.313,2,4,3.647,0
353,34,241.677,3,4,7.671,0
353,35,250.055,5,5,14.485,1
354,6,4.159,1,1,3.193,1
354,7,8.057,1,1,4.335,1
354,8,13.104,3,3,2.569,1
354,9,16.385,5,5,5.233,1
354,10,22.331,5,5,3.821,1
354,11,26.861,5,5,3.599,1
354,12,31.175,2,2,4.299,1
354,13,36.189,3,3,5.291,1
354,14,42.185,1,1,5.131,1
354,15,48.031,2,2,4.13,1
354,16,52.878,4,4,4.335,1
354,17,57.925,3,3,8.538,1
354,18,67.169,1,1,3.759,1
354,19,71.632,1,1,9.117,1
354,20,81.46,4,4,10.877,1
354,21,93.052,5,5,12.173,1
354,22,105.927,5,3,5.604,0
354,23,112.24,2,3,16.731,0
354,24,129.679,2,2,13.139,1
354,25,143.519,1,1,11.447,1
354,26,155.678,5,5,12.82,1
354,27,169.203,4,5,26.692,0
354,28,196.602,3,3,9.735,1
354,29,207.045,3,3,22.426,1
354,30,230.18,4,2,43.535,0
354,31,274.419,1,4,92.418,0
354,32,367.542,4,4,26.998,1
354,33,395.257,2,5,22.241,0
354,34,418.209,3,3,38.136,1
354,35,457.051,5,4,66.154,0
355,6,5.476,1,1,5.138,1
355,7,11.322,1,1,3.776,1
355,8,15.802,3,3,3.315,1
355,9,19.833,5,5,7.981,1
355,10,28.528,5,5,5.05,1
355,11,34.291,5,5,5.133,1
355,12,40.137,2,2,6.263,1
355,13,47.116,3,3,6.526,1
355,14,54.344,1,1,8.01,1
355,15,63.055,2,2,6.357,1
355,16,70.117,4,4,6.761,1
355,17,77.596,3,3,13.558,1
355,18,91.87,1,1,3.269,1
355,19,95.851,1,1,13.823,1
355,20,110.392,4,4,9.393,1
355,21,120.501,5,5,5.463,1
355,22,126.681,5,5,18.366,1
355,23,145.752,2,2,12.066,1
355,24,158.527,2,2,9.67,1
355,25,168.904,1,1,11.707,1
355,26,181.312,5,5,28.812,1
355,27,210.827,4,4,14.58,1
355,28,226.117,3,3,17.638,1
355,29,244.472,3,3,21.064,1
355,30,266.241,4,2,9.449,0
355,31,276.401,1,3,25.62,0
355,32,302.734,4,1,8.541,0
355,33,311.978,2,4,27.827,0
355,34,340.51,3,5,26.708,0
355,35,367.925,5,4,27.74,0
356,6,3.915,1,1,2.737,1
356,7,7.365,1,1,2.424,1
356,8,10.498,3,1,2.669,0
356,9,13.881,5,5,7.974,1
356,10,22.564,5,5,4.164,1
356,11,27.43,5,5,2.901,1
356,12,31.047,2,2,5.915,1
356,13,37.663,3,3,3.685,1
356,14,42.062,1,1,5.124,1
356,15,47.895,2,2,6.035,1
356,16,54.645,4,4,4.71,1
356,17,60.061,3,3,5.284,1
356,18,66.061,1,1,3.105,1
356,19,69.877,1,1,6.533,1
356,20,77.126,4,4,13.744,1
356,21,91.575,5,5,7.231,1
356,22,99.508,5,5,6.409,1
356,23,106.624,2,2,7.754,1
356,24,115.09,2,2,7.721,1
356,25,123.523,1,2,12.717,0
356,26,136.955,5,5,12.54,1
356,27,150.204,4,4,8.561,1
356,28,159.47,3,3,16.811,1
356,29,176.985,3,1,8.193,0
356,30,185.885,4,1,30.974,0
356,31,217.566,1,1,11.914,1
356,32,230.181,4,1,10.209,0
356,33,241.097,2,1,10.642,0
356,34,252.446,3,5,20.572,0
356,35,273.728,5,3,24.94,0
357,6,5.179,1,1,3.65,1
357,7,9.543,1,1,2.948,1
357,8,13.207,3,3,2.95,1
357,9,16.872,5,5,3.748,1
357,10,21.335,5,5,4.939,1
357,11,26.982,5,5,3.167,1
357,12,30.863,2,2,2.916,1
357,13,34.494,3,3,5.817,1
357,14,41.023,1,1,2.582,1
357,15,44.321,2,2,4.481,1
357,16,49.517,4,4,5.209,1
357,17,55.43,3,3,6.401,1
357,18,62.542,1,1,3.155,1
357,19,66.406,1,1,4.285,1
357,20,71.403,4,4,10.118,1
357,21,82.23,5,5,12.332,1
357,22,95.271,5,5,9.664,1
357,23,105.648,2,2,8.006,1
357,24,114.359,2,2,12.168,1
357,25,127.234,1,1,7.266,1
357,26,135.212,5,5,18.491,1
357,27,154.416,4,4,11.735,1
357,28,166.858,3,3,13.877,1
357,29,181.449,3,3,21.949,1
357,30,204.101,4,4,33.054,1
357,31,237.863,1,1,23.862,1
357,32,262.43,4,3,11.333,0
357,33,274.472,2,2,22.036,1
357,34,297.224,3,3,32.5,1
357,35,330.436,5,5,34.53,1
358,6,3.844,1,1,2.944,1
358,7,7.494,1,1,3.011,1
358,8,11.211,3,3,2.516,1
358,9,14.444,5,2,3.952,0
358,10,19.11,5,5,4.423,1
358,11,24.243,5,5,3.281,1
358,12,28.226,2,2,3.332,1
358,13,32.259,3,3,5.824,1
358,14,38.792,1,1,3.727,1
358,15,43.225,2,2,5.655,1
358,16,49.591,4,4,4.196,1
358,17,54.49,3,3,5.226,1
358,18,60.423,1,1,2.759,1
358,19,63.89,1,1,7.855,1
358,20,72.456,4,4,16.617,1
358,21,89.788,5,5,7.856,1
358,22,98.354,5,3,3.346,0
358,23,102.404,2,2,10.561,1
358,24,113.669,2,2,6.081,1
358,25,120.452,1,1,10.748,1
358,26,131.901,5,5,14.998,1
358,27,147.617,4,4,15.555,1
358,28,163.882,3,3,12.792,1
358,29,177.381,3,3,21.334,1
358,30,199.429,4,1,21.862,0
358,31,221.994,1,5,47.565,0
358,32,270.274,4,2,9.097,0
358,33,280.073,2,5,55.578,0
358,34,336.369,3,2,49.921,0
358,35,386.998,5,4,57.84,0
359,6,2.428,1,1,0.017,1
359,7,3.161,1,1,0.018,1
359,8,3.894,3,1,0.017,0
359,9,4.627,5,1,0.017,0
359,10,5.36,5,1,0.017,0
359,11,6.093,5,1,0.017,0
359,12,6.826,2,1,0.017,0
359,13,7.559,3,1,0.018,0
359,14,8.292,1,1,0.017,1
359,15,9.025,2,1,0.017,0
359,16,9.759,4,1,0.017,0
359,17,10.492,3,1,0.017,0
359,18,11.225,1,1,0.017,1
359,19,11.958,1,1,0.017,1
359,20,12.691,4,1,0.017,0
359,21,13.424,5,1,0.017,0
359,22,14.157,5,1,0.017,0
359,23,14.89,2,1,0.017,0
359,24,15.623,2,1,0.017,0
359,25,16.356,1,1,0.017,1
359,26,17.089,5,1,0.017,0
359,27,17.823,4,1,0.017,0
359,28,18.556,3,1,0.017,0
359,29,19.289,3,1,0.017,0
359,30,20.022,4,1,0.017,0
359,31,20.755,1,1,0.017,1
359,32,21.488,4,1,0.017,0
359,33,22.221,2,1,0.017,0
359,34,22.954,3,1,0.017,0
359,35,23.687,5,1,0.017,0
360,6,3.866,1,1,2.626,1
360,7,7.197,1,1,4.28,1
360,8,12.194,3,3,2.566,1
360,9,15.475,5,5,3.603,1
360,10,19.789,5,5,8.188,1
360,11,28.683,5,5,3.116,1
360,12,32.514,2,2,5.409,1
360,13,38.627,3,3,5.672,1
360,14,45.006,1,1,5.454,1
360,15,51.169,2,2,5.282,1
360,16,57.165,4,4,6.133,1
360,17,64.01,3,5,3.874,0
360,18,68.591,1,1,6.282,1
360,19,75.586,1,1,6.702,1
360,20,82.998,4,4,8.331,1
360,21,92.042,5,1,14.201,0
360,22,106.95,5,3,8.344,0
360,23,116.01,2,2,8.152,1
360,24,124.871,2,2,11.789,1
360,25,137.363,1,2,9.767,0
360,26,147.84,5,5,14.628,1
360,27,163.18,4,4,11.835,1
360,28,175.722,3,1,14.759,0
360,29,191.195,3,3,20.072,1
360,30,211.982,4,4,9.185,1
360,31,221.875,1,1,15.655,1
360,32,238.248,4,4,21.884,1
360,33,260.85,2,4,17.52,0
360,34,279.088,3,2,23.598,0
360,35,303.389,5,3,27.648,0
361,6,4.741,1,1,4.317,1
361,7,9.774,1,1,3.462,1
361,8,13.957,3,3,2.493,1
361,9,17.173,5,5,3.507,1
361,10,21.39,5,5,5.862,1
361,11,27.956,5,5,3.282,1
361,12,31.956,2,2,5.894,1
361,13,38.572,3,3,4.044,1
361,14,43.321,1,1,3.352,1
361,15,47.388,2,2,2.989,1
361,16,51.088,4,4,6.406,1
361,17,58.204,3,3,18.082,1
361,18,77.002,1,1,2.955,1
361,19,80.668,1,1,5.017,1
361,20,86.401,4,4,8.979,1
361,21,96.101,5,5,9.616,1
361,22,106.433,5,5,5.875,1
361,23,113.016,2,2,5.785,1
361,24,119.515,2,2,11.698,1
361,25,131.931,1,2,9.549,0
361,26,142.197,5,5,8.1,1
